,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,SI,SI,SI,SI,SI,SI,SI,SI,LI,LI,LI,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi
"(1R,2S)-1-(7,8-Dihydro-6-pteridinyl)-1,2-propanediol",22.17425751,22.22281649,22.09361144,24.23823626,22.92652199,22.11437784,22.21285854,21.95189178,24.26066369,22.30082007,21.75184856,19.94724689,21.1395018,20.11616775,21.27987001,21.57672972,22.03014087,22.59590567,21.76124194,19.74802296,19.90558327,19.04047573,19.85378614,20.53547781,19.31314501,20.52280302,19.64229358,19.5689877,20.90841347,20.85211788,19.40951648,20.11616775,20.76645042,19.43831784,19.46020567,19.91829408,20.5444515,21.04720329,20.68863753,20.51769509,20.52631653,21.89822291,20.91780003,22.18100829,20.19447267,20.28736913,23.00001503,22.07864134,21.84997816
"(1R,3S,4S,5R,7R)-4-(3-hydroxybutyl)-5-methyl-10-methylidene-8-oxatricyclo[5.3.0.0Âl,âµ]decan-9-one",20.16650914,20.47238349,20.7135067,21.02545098,21.31452969,19.42199433,21.15366475,20.61391733,18.90947447,20.23391852,20.02818357,21.65513658,17.85113315,20.33452883,18.42918518,18.41185513,19.87460159,18.94541958,18.96089359,19.66472141,19.18686141,20.10728404,19.23504584,20.27609302,20.05713442,19.69077685,19.90558327,20.3551337,19.86830175,21.08271411,20.36826559,20.01851254,18.31613676,19.57230219,18.61233998,20.60671839,20.46646877,18.8481722,20.60671839,20.85996667,20.77255824,19.9919847,20.82713602,19.52822263,21.10754602,21.95506907,18.94875463,20.80013616,20.2303425
"(1R,3S,5Z)-5-[(2E)-2-{(1R,3aS,7aR)-1-[(2R,3E,5E,7E)-9-Hydroxy-3,5,7-nonatrien-2-yl]-7a-methyloctahydro-4H-inden-4-ylidene}ethylidene]-4-methylene-1,3-cyclohexanediol",20.2011406,19.65672408,19.38778838,19.57230219,19.68748146,19.89091266,19.38147069,19.47071484,17.70751566,19.52822263,18.60611722,22.0895859,18.08620356,20.76393,18.11364533,19.06518469,19.70570019,19.00543869,19.38778838,19.29413428,17.71809044,19.17210555,18.39117818,19.84455113,19.04047573,20.33141508,17.94968409,19.36522964,18.59058124,21.7019328,18.20669478,18.73270129,17.36180689,18.19887954,17.65336288,19.60400268,20.207233,18.53019704,21.04305166,18.97943881,18.69982542,19.61277583,20.34590313,20.52631653,18.86486064,18.77434017,19.77695333,19.66777342,19.98313466
"(1R,3S,5Z)-5-[(2E)-2-{(3aS,7aS)-1-[(1S)-5-Hydroxy-5-methyl-1-phenylhexyl]-7a-methyl-3,3a,5,6,7,7a-hexahydro-4H-inden-4-ylidene}ethylidene]-4-methylene-1,3-cyclohexanediol",18.39698958,18.23637893,18.4253764,18.47588977,18.20669478,18.36374324,18.35852052,18.14272374,20.39764461,18.36374324,17.79639297,19.04047573,17.63211972,18.54251882,17.89867001,17.62835802,18.21314748,17.70432169,17.891203,17.95314625,17.605261,17.99140645,18.91888563,19.43185192,19.21150443,18.36737101,17.82759008,18.37677878,22.47147767,18.92286051,22.83887103,19.73974731,17.96341575,18.74305647,21.61177245,19.22890388,18.47900305,18.46756101,19.06518469,22.78098253,22.30082007,18.22891206,20.00307278,17.96967408,23.449772,21.49115678,18.18464667,18.27847793,18.26951556
"(1R,5R)-3,3,5-Trimethylcyclohexyl 5-oxo-L-prolinate",19.0431442,19.03310111,19.10473706,19.126186,18.81053297,19.83487491,19.12983957,18.77144294,21.24285396,18.72544333,18.19887954,21.79906164,18.25737727,20.06097053,18.1161608,18.16953246,18.66943232,18.41630471,18.29833717,19.20335547,18.73550691,19.03310111,18.50809975,19.95977436,19.81630481,19.72207718,18.92286051,20.04050246,24.13383115,21.17167048,24.36680875,20.47238349,18.29582234,18.90016852,21.29911504,19.56664088,18.74906059,18.41185513,21.14602346,24.51614026,24.34376349,19.4245192,21.1395018,20.02818357,25.04701929,23.74919011,18.80122408,18.83698836,19.5432772
(1R)-3-Ethyl-1-methyl-2-phenyl-1H-inden-6-ol,25.18966001,24.81067152,25.10450453,25.19700654,24.58587053,24.96641424,25.3932905,24.57219113,21.93009348,25.02967854,23.78548588,21.75469104,23.25123086,22.5476067,23.39852985,23.81224801,24.56670791,24.55029461,24.01009446,23.95834085,23.40271662,22.92950992,23.48465821,24.51199972,22.53179998,24.27598987,22.83887103,23.30412646,24.37178648,24.39406245,23.8542454,24.20516601,23.3421907,23.24148822,22.69552611,23.88654588,24.0762045,24.22637803,24.37178648,23.67218665,23.71269237,24.82593402,24.12342604,25.219086,23.08469818,23.83155253,24.57861018,24.7118834,24.37705387
(1S_3R_4S)-3_4-Dihydroxycyclohexane-1-carboxylate,18.86486064,18.29833717,19.37115163,19.20903815,19.1021059,18.92841771,16.79064559,19.07524459,17.99140645,16.66528162,17.35024369,21.49946783,17.59394668,19.82898419,18.0586613,17.85865711,18.78288295,18.59615961,18.24645643,19.10473706,18.92551179,19.89091266,19.24995685,20.01087082,18.65183126,19.61885131,18.64846206,20.36194842,19.82898419,21.04305166,20.30353018,20.53264599,17.0114489,19.05928557,17.46896666,19.22494564,19.36522964,16.14449153,20.81967323,20.93072092,20.62455618,19.11703062,20.72395502,18.7090502,21.06863755,20.81477859,19.25207722,19.13220894,18.97105897
"(1S,2R,3R,7R)-7-Isopropenyl-1-methyl-1,2,3,4,5,6,7,8-octahydro-2,3-naphthalenediol",24.15729476,23.62083227,23.55641325,23.3421907,23.16536015,23.6679475,23.69372166,23.31612196,23.73011269,22.92652199,21.79906164,25.54123757,21.34814405,23.68290838,21.33284566,22.17425751,23.23309777,22.8048717,21.85320855,24.03293344,23.58840498,24.91283269,24.37705387,24.76725312,23.40271662,24.87170788,23.63060478,24.80535388,25.41677605,25.28150313,26.01346302,25.01748441,21.06863755,24.24950422,23.52375387,24.54043888,24.51199972,22.06495136,25.14514601,25.8609503,25.59813717,23.50598507,24.9336111,23.64032513,25.87982344,25.30673708,23.13637773,23.51466953,23.19280034
"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",19.15675951,19.66219949,19.40951648,19.99564189,20.16080429,19.40951648,19.36775237,19.87840094,24.19906881,20.7429718,19.93707034,18.787674,19.18686141,18.55186616,19.61885131,20.01087082,20.79285412,20.43793796,19.5749759,18.49615246,18.45660369,17.6996631,18.33892072,19.05592044,18.13050423,18.50809975,17.73660966,18.29195773,18.44911678,18.91232771,16.77027819,17.87302259,18.94875463,17.76474556,17.76132553,18.05404651,18.51454713,19.44506057,18.97417879,18.41630471,19.02051571,19.89742488,19.32475818,20.04050246,18.79063698,18.76026689,19.89742488,19.76438594,19.90795692
"(1S,2S,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol",22.21285854,22.22739285,22.13366381,22.45051325,22.36968046,22.00007757,22.06059615,21.78734689,22.78907418,22.138223,20.94098417,26.5476744,20.6922712,24.01009446,20.81745909,20.78560742,22.06772603,21.52588026,21.48709735,24.62270274,23.17092485,24.48227658,21.9761011,23.70264002,24.00560554,24.44618029,23.38256565,24.85982497,24.3036418,22.20753446,24.49972443,24.87170788,20.10987628,24.77982482,23.31061667,24.07168507,24.82593402,20.75085609,25.62532013,24.63656162,24.54523001,22.1060993,25.18119984,22.46669805,23.71947159,26.88290644,21.91373123,22.11899955,21.49946783
"(1S,3R,4R,6S,8S,9R,10R,13R,14R,16R)-3,4,6,9,14-pentahydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0Âa,Âaâ°.0â´,â¸]hexadecan-16-yl acetate",19.25715978,19.67427323,19.4969308,19.47071484,19.42199433,19.34342903,19.20335547,19.0678647,21.7019328,18.30509104,18.44589512,21.07323828,17.15332615,19.92748851,17.65832847,17.65336288,18.02921212,18.53642251,18.36737101,19.24129338,18.81053297,18.94875463,18.31613676,19.940547,20.49809139,19.23504584,18.59338538,20.22257204,23.9143055,20.77893298,24.12844832,20.07069347,17.37678443,19.15675951,21.21377856,19.73232345,19.24995685,18.45945617,20.50843755,24.19302899,23.65929031,18.50154143,20.56088522,19.02051571,24.39938369,23.01535229,18.64155901,19.59606717,18.51888224
"(1S,3R,5Z,7E,24R)-24-(2-Oxiranyl)-9,10-secochola-5,7,10-triene-1,3,24-triol",22.17773198,22.09815922,22.06495136,22.30082007,21.44294535,21.93009348,22.06495136,21.22135804,25.06713958,21.69116927,20.81477859,23.53767383,20.34889428,21.03403109,20.24412436,20.37845754,21.07728719,21.33573421,21.35295862,21.7735357,20.70571591,19.5193389,19.60704562,20.99352433,20.3913047,20.59820169,20.33698901,22.17773198,27.10545812,22.3076818,27.6719523,21.08271411,20.09147817,20.2011406,25.55903107,21.13197661,20.57158732,20.7429718,21.17167048,27.36863207,26.47533701,21.94675655,22.7250743,21.58609601,27.59649023,24.97301107,21.70951707,21.9761011,21.33284566
"(1S,3R,5Z,7E,9xi,20S)-20-(3-Methylbutoxy)-9,10-secopregna-5,7,10-triene-1,3-diol",18.48268255,18.58428641,18.6207582,18.67811109,21.02253512,19.09962531,19.19576025,19.9238073,18.10578887,18.93805638,20.34590313,19.70570019,24.24349076,20.34267846,20.69569516,22.26817342,21.19912747,20.56419928,18.42918518,22.71651258,21.75469104,25.28967603,21.87566525,20.70338482,25.32131146,21.95506907,23.76527801,23.55641325,21.57301174,18.8195583,18.63414877,17.77677445,22.50079842,22.33724813,22.95207912,21.28375454,22.65925107,20.10338322,17.77331049,17.52349157,17.52349157,18.94116189,17.891203,18.787674,17.21178625,17.96341575,18.55497104,18.83066014,18.60305762
"(1S,3Z)-3-[(2E)-2-{(1R,3aS,7aR)-1-[(2S)-1-(2-Hydroxy-2-methylpropoxy)-2-propanyl]-7a-methyloctahydro-4H-inden-4-ylidene}ethylidene]-4-methylenecyclohexanol",19.38147069,19.29061545,20.43142504,19.37446288,19.85378614,19.45332552,19.46337296,19.75406206,26.49869416,19.32215244,21.52588026,20.58340438,22.84683747,20.67274039,22.06495136,21.65513658,19.44908857,21.16232929,21.70951707,22.22281649,21.817702,24.39938369,21.61177245,18.56822123,23.97269692,20.55246494,22.08520802,21.43110846,18.6207582,17.88345858,18.67266022,18.14747899,19.60400268,22.76362365,20.60106986,18.0804212,21.60209222,21.11631301,18.76026689,18.0804212,18.22891206,19.92986506,18.40303621,19.99564189,17.71497589,18.02921212,20.09147817,19.27132956,19.38778838
"(1S,4aS,7aS)-7-({[(2E)-3-phenylprop-2-enoyl]oxy}methyl)-1-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1H,4aH,5H,7aH-cyclopenta[c]pyran-4-carboxylic acid",27.75970188,27.78280072,27.87581532,27.35222735,26.18208227,28.46922324,27.63373471,27.65320017,19.85378614,24.9336111,27.16010064,23.46478319,27.07572265,22.78098253,23.70264002,25.12766351,24.82123716,24.59854624,27.90886945,25.05315327,25.49579957,25.18119984,25.43409229,24.41041472,26.46210084,27.80611783,25.45075971,25.151671,26.15492072,27.33303631,22.70326642,27.1984544,27.13780775,26.85585072,28.89838038,26.97278663,26.67478788,26.67478788,25.45075971,26.10481805,27.43441383,25.94746355,26.3971658,27.01600091,25.27262731,25.90407564,26.15492072,26.81151563,27.2328119
"(1S,4R,4'S,5'S,6'R,9S,10E,12E,14S,15S,16E,19R,21R)-4',9,15-Trihydroxy-6'-isopropyl-5',6,10,14,16-pentamethyl-3',4',5',6'-tetrahydro-3H,7H-spiro[2,20-dioxatricyclo[17.3.1.0~4,9~]tricosa-5,10,12,16-tetr
aene-21,2'-pyran]-3,7-dione",17.93947388,17.83989861,17.93023859,18.98921025,17.86557475,17.88044826,17.92728667,17.55891321,16.92563594,17.71809044,17.14004639,16.47287591,16.86719424,16.75602865,17.84755624,16.96603488,18.07649508,17.2246136,17.25074061,17.86227782,18.26951556,19.65889807,16.42408969,16.97599136,19.22184169,16.87452157,19.61885131,17.78910692,17.06522722,16.79602436,17.82759008,17.6111505,18.27208938,19.22494564,17.30691271,16.44153687,17.27340967,18.99187413,17.26683295,16.95167888,16.98727259,17.85488187,18.14747899,18.12008723,16.72738365,18.32953292,17.85865711,17.92728667,17.68475477
"(1S,4S,7R,10S,13S)-4,7-bis(butan-2-yl)-10-(propan-2-yl)-15,16-dithia-2,5,8,11,19-pentaazabicyclo[11.4.2]nonadecane-3,6,9,12,18-pentone",17.7408314,17.64957411,17.88345858,17.55891321,17.5283372,17.7408314,17.58333032,17.45894356,16.62621856,21.24968771,20.81026429,19.44081625,19.5432772,22.13082125,22.81513372,23.79061074,21.96375453,20.13741515,21.02974388,17.14004639,21.9223332,17.43638867,23.54738913,22.68248467,21.58609601,23.01535229,17.70751566,22.75770581,20.61047665,22.33724813,20.06470702,23.05612607,17.14905823,21.60766901,18.29195773,20.66458611,22.9223431,21.69406468,17.19316762,16.74899513,16.91237565,17.69573562,17.08384345,18.51888224,16.74094374,16.68599917,17.44035689,17.60762338,17.38529728
"(1S,5R,9R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0â´,ÂaÂl.0â¸,ÂaÂl]hexadecan-10-one",22.81513372,21.87566525,22.11437784,22.13366381,26.83893409,23.04689903,21.74386685,21.26684533,19.39970209,21.58298896,20.78560742,19.6281342,20.24677112,19.6492386,20.07069347,20.79685303,20.94490957,21.53403702,21.49946783,19.45719106,19.6492386,19.352168,19.5432772,20.49809139,19.27473554,20.47791225,19.55141308,19.73974731,20.449611,20.65410298,20.00307278,22.7329821,19.76438594,19.68521118,19.07524459,20.21962998,20.03102078,20.88614014,20.79685303,20.54168674,20.67567178,22.17425751,20.79685303,21.719512,20.47791225,20.22790377,21.92634379,22.04962412,21.98401075
"(2-Hydroxy-2-oxido-1,3,2-dioxaphospholan-4-yl)methyl stearate",22.26393426,21.90894743,22.09815922,22.83887103,26.02250715,22.07864134,22.74738838,21.08271411,20.65782028,24.11802844,25.37382923,23.21976287,23.46478319,25.24303342,24.86542407,23.65929031,24.17454246,24.31095668,26.3971658,22.7329821,22.6881991,22.29014429,24.19302899,25.14514601,23.07646005,23.50187908,22.93829907,24.42960724,20.55473575,25.33887718,19.88853788,20.10987628,22.89447795,20.34590313,19.71033476,20.38532829,23.95834085,24.38757812,20.59401937,21.08982498,21.15366475,21.89425384,20.4599575,23.11298997,22.04536783,21.00677697,22.67189698,22.11437784,22.34843167
(20S_22S_25S)-22_25-Epoxyfurost-5-ene-3beta_26-diol3-O-beta-D-glucoside,18.19204978,17.7580965,18.77434017,17.85865711,18.13289642,17.96713966,18.48910652,17.65336288,21.00959271,20.51769509,20.38759492,18.65848941,23.32124538,22.19248381,23.10886056,22.854462,21.89822291,21.30698018,23.61476841,24.86542407,24.06667236,25.42541102,23.79061074,22.24001221,26.52444365,23.18575593,24.34376349,23.73011269,19.84193288,21.58033325,24.3036418,22.11437784,24.9336111,27.16010064,22.78514558,23.50598507,22.14161702,24.04517374,17.70432169,16.75602865,17.05379932,17.76474556,17.19724652,18.69532822,17.29715551,16.87452157,18.259861,17.80023817,19.4969308
(23S)-23-25-dihdroxy-24-oxovitamineD323-(beta-glucuronide),18.62430514,18.51159229,18.49615246,18.62430514,18.38772875,18.59058124,18.59615961,18.45945617,16.81770313,18.34745214,17.89867001,18.01435825,20.52631653,18.01435825,18.47018356,17.89867001,18.94875463,18.09908467,19.15924914,18.60942461,20.99766787,21.41454853,20.32762995,17.81904187,20.22257204,17.98848314,21.12303882,18.81676776,18.57138462,17.95314625,19.87160851,17.85865711,21.93371006,22.01882869,20.10728404,19.10473706,18.73079944,19.95342813,18.29582234,17.37678443,17.51980152,18.51454713,17.83091569,20.37845754,17.28385312,17.56593314,18.48910652,18.52676426,18.16302307
"(2E,4E,12Z)-N-Isobutyl-2,4,12-octadecatrienamide",20.50253621,20.67274039,20.97944031,20.57993478,21.1395018,20.34889428,20.30002427,23.13178877,21.19008526,19.89742488,20.41794895,20.20392982,21.98401075,19.84861692,22.08520802,22.04962412,23.68290838,19.69408082,20.94490957,21.11631301,19.31314501,19.15404004,18.71709598,21.42204329,20.19447267,22.11437784,20.22257204,18.77754997,21.21377856,22.03361418,21.42444401,21.51454377,18.36737101,21.36842687,18.97105897,20.93072092,20.4599575,18.93114373,22.47994087,20.74036671,20.21962998,20.56419928,20.26615139,21.28833649,19.37797073,19.1649117,20.2255217,20.3913047,19.95342813
"(2E,4E,8E,10E,12E)-N-Isobutyl-2,4,8,10,12-tetradecapentaenamide",21.03885373,23.67218665,20.74036671,21.10330635,20.28736913,23.51951102,20.63673889,19.74802296,18.79865474,20.28284948,20.05713442,19.95703938,19.09226637,18.79063698,19.27132956,19.50008386,19.88853788,20.07069347,20.25272801,18.40303621,18.57138462,18.13050423,18.29195773,20.29396488,18.48910652,19.14803884,18.0705193,18.74906059,21.99585615,19.71033476,22.82431038,21.79499563,18.77754997,18.86486064,20.02152762,19.71615204,18.93805638,19.5234066,19.31944576,21.86433775,20.84022548,20.51769509,19.39970209,20.0506183,21.73388793,20.90004649,20.34590313,20.66137516,20.22257204
(2E)-2-Methyl-3-phenyl-2-propen-1-yl hydrogen sulfate,18.64846206,18.49615246,23.60595959,20.98624218,18.84556505,19.75406206,19.5749759,23.63060478,16.96019526,18.28203318,17.62105985,17.9998505,16.87452157,16.66528162,17.27340967,23.10441632,18.10874348,25.17375277,17.83501777,16.91237565,16.72091961,16.58261871,16.73433544,17.35024369,16.54223854,17.28385312,17.4494437,16.81057148,17.23734345,17.35407047,16.97165051,24.61201992,16.54223854,17.12043222,16.32065901,17.15332615,16.94457034,17.17919433,17.83989861,17.40715139,17.48157253,19.09588484,17.81250584,18.38772875,17.14425742,17.83091569,19.43491046,18.47018356,20.64150294
"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide",19.76783326,19.1114633,19.82620438,19.92986506,18.99889599,18.88004148,21.83866641,20.77893298,22.42884782,20.09754292,21.7019328,19.50008386,24.21559407,20.92308734,26.38700256,19.02369066,20.92016359,21.07728719,21.7647497,23.84245664,23.43076753,22.45051325,21.72679594,20.09435705,24.87829061,21.06555021,25.7748861,16.83891151,19.87160851,17.84755624,23.01535229,21.34814405,24.34376349,25.66591304,25.67444491,24.61201992,22.46251777,24.34376349,17.55515999,20.19740124,18.28203318,21.35726942,20.30977208,19.0886835,19.75769939,17.84755624,21.45402433,19.63201889,18.79538537
(2E)-5-methyl-2-phenylhex-2-enal,18.96396097,17.57832279,19.29061545,20.10012988,17.41941629,20.3527305,19.87840094,19.03644613,17.28385312,19.53940189,19.07524459,18.0251126,22.32000126,19.50694831,19.5689877,20.2255217,18.8074101,19.55717778,19.53644298,21.39261542,20.60671839,22.22739285,21.00677697,16.72738365,21.76124194,20.49070696,19.71927783,20.6179325,20.01434391,18.99564301,21.00323592,19.50694831,21.17167048,22.43648044,21.56281004,20.76393,21.21377856,22.17425751,18.43496123,16.73433544,16.72738365,18.86118014,18.36737101,19.79236969,18.71141576,18.88374359,19.64229358,19.940547,17.68976754
(2E)-hexadecenoylcarnitine,27.28877204,27.41716626,27.90886945,26.87077456,27.28877204,27.59649023,26.04263399,27.36863207,24.66840549,22.97525061,22.94307051,18.66943232,24.27598987,22.8048717,21.62013002,24.56173199,18.97105897,22.46251777,18.33221854,19.1021059,19.71927783,20.16080429,19.126186,21.57301174,18.84226223,18.3451774,19.20335547,17.94341479,18.0251126,19.38778838,17.95314625,17.90836151,22.18100829,18.3133069,19.46337296,17.81904187,19.01738349,23.45973838,25.58237471,25.50436135,25.75693058,25.91963861,25.93021477,26.11418082,26.11418082,24.89714902,27.93900852,26.32203151,27.28877204
(2R_3S)-3-Isopropylmalate,17.36180689,17.33995729,16.55114245,17.07038523,16.9392641,17.00690444,16.51722463,16.96603488,24.37705387,16.07886796,17.51980152,19.78882745,17.41496535,16.37067168,16.77027819,16.15964801,16.49859025,15.98003614,15.7959003,17.2246136,17.33995729,17.71497589,17.21584889,15.62774059,17.891203,16.09676685,17.37678443,17.88770393,19.58393213,17.42488431,21.62447276,16.59146901,17.31141671,16.7632174,17.43638867,16.24997991,15.58725713,17.21178625,17.74566761,21.12303882,18.29195773,17.63477461,17.2621727,16.11265125,21.99585615,17.64040817,17.40261505,18.30905547,16.61421034
"(2R,3R,4R,5R)-4-{[{[(2R,3S,4R,5R)-5-(2-Amino-6-oxo-3,6-dihydro-9H-purin-9-yl)-3,4-dihydroxytetrahydro-2-furanyl]methoxy}(hydroxy)phosphoryl]oxy}-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)tetrahydro-3-furanyl dihydrogen phosphate",25.56713387,26.37342504,23.95358906,24.89103408,24.70409886,24.83218497,25.24883558,22.50974422,19.63201889,18.93434252,18.56236906,16.89371416,17.51534571,17.96341575,17.6996631,17.70432169,18.1161608,17.63211972,17.7408314,16.75602865,16.61911523,16.04866042,16.57498096,17.26683295,15.87398779,17.201546,16.24997991,16.53441572,17.14905823,17.20732797,16.8462812,17.22872061,17.50728122,16.30747369,16.79602436,16.77027819,16.83128581,17.15852443,25.58931498,23.97882627,23.57781393,25.69392471,25.40063273,25.30673708,23.50187908,23.37097168,25.80778734,26.36200309,26.42000989
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol",27.21443881,26.87077456,26.89900432,27.03088923,26.87077456,27.09034412,27.21443881,24.97301107,20.66137516,26.34153643,24.47747191,23.1264621,24.65059357,23.24148822,24.31095668,24.76725312,26.51335353,26.23149943,25.99068941,25.63203227,25.18966001,24.24349076,24.87170788,25.59813717,23.34705529,25.74998347,23.87442986,24.53531773,26.52444365,25.65828391,24.62270274,25.98262958,22.87426948,24.79851892,22.39368904,25.60600453,25.96651454,25.52156581,25.54123757,25.21192217,24.79851892,26.7466272,25.63203227,26.91353909,23.75937124,25.24883558,26.42994304,26.56920009,26.18208227
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",18.29195773,19.26334044,18.89310089,17.04188883,16.55928305,17.15332615,17.73660966,21.62013002,22.01409994,17.96713966,16.7632174,23.16536015,16.54223854,19.61541526,16.11265125,17.72559858,16.30747369,18.36374324,16.1730309,20.74774706,16.63407205,18.1161608,20.57379408,19.31625266,19.39348584,17.81904187,17.9595185,18.57784571,23.30412646,21.24654555,26.19156053,16.69347227,14.87261952,18.85323068,18.37677878,17.00690444,15.30920844,18.56022835,19.75406206,25.24883558,25.3932905,18.23890189,17.61453795,18.35565986,26.00609777,18.44266975,17.24150674,18.98921025,17.83501777
"(2R,8S)-2-{[10-(2-Hexylcyclopropyl)decanoyl]oxy}-5,8,11,11-tetrahydroxy-5,11-dioxido-4,6,10-trioxa-5lambda~5~,11lambda~5~-diphosphaundec-1-yl (9Z)-9-octadecenoate",20.59820169,20.57993478,18.96396097,19.5540773,19.50694831,19.22890388,18.91888563,20.10338322,22.72882649,20.32226693,19.61885131,23.93051513,18.39959746,22.50079842,18.97702077,18.84556505,18.54503606,20.15745835,19.04969955,21.87161383,21.46286031,22.26817342,21.36528842,17.78910692,21.41856354,17.6175268,21.64728048,22.81513372,20.1287983,23.14546465,21.84698544,22.67189698,19.51368309,22.09361144,19.79236969,22.03730724,21.81045121,19.23504584,23.01535229,20.06097053,20.82336587,20.2303425,22.99557495,20.54846109,21.43550689,20.70338482,18.60942461,19.43491046,19.67427323
"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol",24.31812916,24.47003867,24.68706245,24.49972443,24.83218497,24.82593402,23.97269692,25.52156581,23.16166733,24.06667236,24.68706245,22.40751779,23.95834085,23.77506179,23.50187908,24.0762045,25.08777712,25.11946977,25.55903107,20.7135067,20.67567178,20.78968948,21.28375454,22.99557495,21.26684533,21.67230677,21.67551135,21.26394829,20.86369081,22.77776478,20.44547639,20.85666221,20.80013616,21.40694588,21.11631301,20.16080429,21.410272,22.24001221,22.89946054,22.73781714,23.10886056,24.24349076,24.24950422,24.4868514,23.73491331,23.11615906,24.7864424,24.31095668,25.34616313
(2R)-1-(Octanoyloxy)-3-(phosphonooxy)-2-propanyl decanoate,19.38443204,19.61541526,19.61541526,19.42823678,19.20592648,19.352168,19.50694831,19.98016054,23.56499626,18.88700033,19.55717778,17.57500478,18.63414877,17.51980152,18.27208938,20.30002427,18.81352016,18.96721801,18.47018356,17.61453795,17.84755624,18.29195773,17.55891321,18.30509104,17.52349157,18.00788108,18.53019704,17.36180689,18.04580689,18.09264174,18.22474612,18.0251126,18.81053297,17.98360305,19.15138335,18.10578887,17.6111505,18.23637893,18.59058124,18.22135963,18.26951556,19.18931362,18.2025533,18.8481722,18.63665559,18.06548782,19.126186,19.3463999,19.53644298
(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (13Z)-13-docosenoate,22.6553815,22.85948919,22.79747593,22.16589113,22.60952895,22.02666143,22.01409994,22.13082125,22.40420873,24.12342604,27.33303631,24.97301107,23.99020784,25.60600453,26.05248508,24.1001739,25.19700654,25.219086,26.09680821,23.47873535,23.12042002,22.86881111,24.86542407,26.91353909,23.95834085,24.17454246,23.25656227,23.17580666,22.12740969,27.09034412,20.11616775,20.38759492,22.60445988,21.6366946,19.66777342,21.57301174,23.9143055,24.80535388,22.17425751,20.49809139,20.91780003,21.58033325,20.57993478,21.49472968,21.56281004,20.50843755,21.5186352,22.36269235,23.32579467
"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (6Z,9Z,12Z,15Z,18Z,21Z)-6,9,12,15,18,21-tetracosahexaenoate",19.61277583,22.16255812,19.97090692,19.39348584,19.22184169,19.23813398,19.11364649,19.18686141,20.00307278,18.72269764,18.06548782,22.72069838,17.94341479,21.91869022,18.87190486,17.99544452,18.07321423,18.34745214,17.98360305,19.39348584,20.6041039,22.16962896,21.48022312,22.03014087,20.04050246,21.3961977,20.86369081,22.04962412,21.15366475,22.05332186,20.75708123,20.04050246,20.76393,22.03361418,22.7250743,20.47502238,21.49115678,18.15850732,22.22281649,22.03014087,21.87566525,19.07524459,21.30698018,18.63665559,22.5476067,22.73781714,19.04633682,19.6492386,21.43872105
"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (6Z,9Z,12Z,15Z)-6,9,12,15-octadecatetraenoate",17.56222913,17.17919433,17.72230512,17.19316762,17.19724652,17.05379932,17.16428613,16.9392641,21.84698544,17.13118179,22.23539477,16.67843926,22.96271859,18.75233465,21.86775234,21.00323592,18.0705193,17.69573562,20.09435705,21.72679594,22.38174022,23.50187908,22.12740969,18.78288295,23.16166733,20.08367381,23.48465821,18.46317678,21.26394829,19.22494564,22.77776478,20.4599575,23.49692541,22.62804685,21.62840972,24.05181082,19.34342903,22.79747593,17.220953,16.65705109,16.68599917,17.29175832,16.93407165,17.35407047,16.62621856,18.44911678,17.27340967,16.96603488,16.79602436
